Launch Id,Launch Status,Launch Suborbital,Rocket Name,Rocket Organisation,Rocket Price,Rocket Payload to LEO,Location,Launch Year,Launch Year Mon,USD/kg to LEO,2021 Mult,USD/kg to LEO CPI Adjusted,Rocket Price CPI Adjusted,Dum
6412,Success,Orbital,Proton-M/Briz-M,International Launch Services,65,21000,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2015,2015-02,30952.38095,1.143251328,35386.35063,74.31133632,1
6413,Success,Orbital,Proton-M/Briz-M,International Launch Services,65,21000,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2015,2015-10,30952.38095,1.143251328,35386.35063,74.31133632,1
6414,Success,Orbital,Proton-M/Briz-M,International Launch Services,65,21000,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2015,2015-08,30952.38095,1.143251328,35386.35063,74.31133632,1
6415,Success,Orbital,Proton-M/DM-3,Roscosmos,65,21000,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2015,2015-09,30952.38095,1.143251328,35386.35063,74.31133632,1
6416,Success,Orbital,Proton-M/Briz-M,Roscosmos,65,21000,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2015,2015-12,30952.38095,1.143251328,35386.35063,74.31133632,1
6417,Success,Orbital,Proton-M/Briz-M,Roscosmos,65,21000,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2015,2015-12,30952.38095,1.143251328,35386.35063,74.31133632,1
6418,Success,Orbital,Proton-M/Briz-M,Roscosmos,65,21000,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2015,2015-03,30952.38095,1.143251328,35386.35063,74.31133632,1
6419,Failure,Orbital,Proton-M/Briz-M,International Launch Services,65,21000,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2015,2015-05,30952.38095,1.143251328,35386.35063,74.31133632,1
6420,Success,Orbital,Delta B,US Air Force,,375,"SLC-17B, Cape Canaveral SFS, Florida, USA",1964,1964-01,,8.740967742,,,1
6421,Success,Orbital,Delta C,US Air Force,,410,"SLC-17A, Cape Canaveral SFS, Florida, USA",1965,1965-01,,8.602222222,,,1
6422,Success,Orbital,Delta C,US Air Force,,410,"SLC-17B, Cape Canaveral SFS, Florida, USA",1965,1965-02,,8.602222222,,,1
6423,Success,Orbital,Delta D,US Air Force,,575,"SLC-17A, Cape Canaveral SFS, Florida, USA",1965,1965-04,,8.602222222,,,1
6424,Success,Orbital,Delta C,US Air Force,,410,"SLC-17B, Cape Canaveral SFS, Florida, USA",1965,1965-05,,8.602222222,,,1
6425,Success,Orbital,Delta C,US Air Force,,410,"SLC-17B, Cape Canaveral SFS, Florida, USA",1965,1965-07,,8.602222222,,,1
6426,Failure,Orbital,Delta C,US Air Force,,410,"SLC-17B, Cape Canaveral SFS, Florida, USA",1965,1965-08,,8.602222222,,,1
6428,Success,Orbital,Delta E,US Air Force,,735,"SLC-17A, Cape Canaveral SFS, Florida, USA",1965,1965-12,,8.602222222,,,1
6427,Success,Orbital,Delta E,US Air Force,,735,"SLC-17A, Cape Canaveral SFS, Florida, USA",1965,1965-11,,8.602222222,,,1
6430,Success,Orbital,Delta E,US Air Force,,735,"SLC-17B, Cape Canaveral SFS, Florida, USA",1966,1966-02,,8.363271605,,,1
6429,Success,Orbital,Delta C,US Air Force,,410,"SLC-17A, Cape Canaveral SFS, Florida, USA",1966,1966-02,,8.363271605,,,1
6431,Success,Orbital,Delta C1,US Air Force,,600,"SLC-17B, Cape Canaveral SFS, Florida, USA",1966,1966-05,,8.363271605,,,1
6432,Success,Orbital,Delta E1,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1966,1966-07,,8.363271605,,,1
6433,Success,Orbital,Delta E1,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1966,1966-08,,8.363271605,,,1
6435,Success,Orbital,Delta E1,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1966,1966-10,,8.363271605,,,1
6434,Success,Orbital,Delta E,US Air Force,,735,"SLC-2E (75-1-1), Vandenberg SFB, California, USA",1966,1966-10,,8.363271605,,,1
6436,Success,Orbital,Delta G,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1966,1966-12,,8.363271605,,,1
6437,Success,Orbital,Delta E1,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1967,1967-01,,8.112874251,,,1
6438,Success,Orbital,Delta E,US Air Force,,735,"SLC-2E (75-1-1), Vandenberg SFB, California, USA",1967,1967-01,,8.112874251,,,1
6439,Success,Orbital,Delta C,US Air Force,,410,"SLC-17A, Cape Canaveral SFS, Florida, USA",1967,1967-03,,8.112874251,,,1
6440,Success,Orbital,Delta E1,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1967,1967-03,,8.112874251,,,1
6441,Success,Orbital,Delta E,US Air Force,,735,"SLC-2E (75-1-1), Vandenberg SFB, California, USA",1967,1967-04,,8.112874251,,,1
6442,Success,Orbital,Delta E1,US Air Force,,,"SLC-2E (75-1-1), Vandenberg SFB, California, USA",1967,1967-05,,8.112874251,,,1
6443,Success,Orbital,Delta E1,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1967,1967-07,,8.112874251,,,1
6444,Success,Orbital,Delta G,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1967,1967-09,,8.112874251,,,1
6445,Success,Orbital,Delta E1,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1967,1967-09,,8.112874251,,,1
6446,Success,Orbital,Delta C,US Air Force,,410,"SLC-17B, Cape Canaveral SFS, Florida, USA",1967,1967-10,,8.112874251,,,1
6447,Success,Orbital,Delta E1,US Air Force,,,"SLC-2E (75-1-1), Vandenberg SFB, California, USA",1967,1967-11,,8.112874251,,,1
6448,Success,Orbital,Delta E1,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1967,1967-12,,8.112874251,,,1
6449,Success,Orbital,Delta E1,US Air Force,,,"SLC-2E (75-1-1), Vandenberg SFB, California, USA",1968,1968-01,,7.786494253,,,1
6450,Success,Orbital,Delta J,US Air Force,,800,"SLC-2E (75-1-1), Vandenberg SFB, California, USA",1968,1968-07,,7.786494253,,,1
6451,Success,Orbital,Delta N,US Air Force,,900,"SLC-2E (75-1-1), Vandenberg SFB, California, USA",1968,1968-08,,7.786494253,,,1
6452,Failure,Orbital,Delta M,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1968,1968-09,,7.786494253,,,1
6453,Success,Orbital,Delta E1,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1968,1968-11,,7.786494253,,,1
6454,Success,Orbital,Delta E1,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1968,1968-12,,7.786494253,,,1
6455,Success,Orbital,Delta N,US Air Force,,900,"SLC-2E (75-1-1), Vandenberg SFB, California, USA",1968,1968-12,,7.786494253,,,1
6456,Success,Orbital,Delta M,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1968,1968-12,,7.786494253,,,1
6458,Success,Orbital,Delta E1,US Air Force,,,"SLC-2E (75-1-1), Vandenberg SFB, California, USA",1969,1969-01,,7.383378747,,,1
6457,Success,Orbital,Delta C1,US Air Force,,600,"SLC-17B, Cape Canaveral SFS, Florida, USA",1969,1969-01,,7.383378747,,,1
6460,Success,Orbital,Delta E1,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1969,1969-02,,7.383378747,,,1
6459,Success,Orbital,Delta M,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1969,1969-02,,7.383378747,,,1
6461,Success,Orbital,Delta M,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1969,1969-05,,7.383378747,,,1
6462,Success,Orbital,Delta E1,US Air Force,,,"SLC-2W, Vandenberg SFB, California, USA",1969,1969-06,,7.383378747,,,1
6463,Success,Orbital,Delta N,US Air Force,,900,"SLC-17A, Cape Canaveral SFS, Florida, USA",1969,1969-06,,7.383378747,,,1
6464,Failure,Orbital,Delta M,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1969,1969-07,,7.383378747,,,1
6465,Success,Orbital,Delta N,US Air Force,,900,"SLC-17A, Cape Canaveral SFS, Florida, USA",1969,1969-08,,7.383378747,,,1
6467,Failure,Orbital,Delta L,US Air Force,,998,"SLC-17A, Cape Canaveral SFS, Florida, USA",1969,1969-08,,7.383378747,,,1
6466,Success,Orbital,Delta M,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1969,1969-11,,7.383378747,,,1
6468,Success,Orbital,Delta M,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1970,1970-01,,6.983762887,,,1
6469,Success,Orbital,Delta N6,US Air Force,,1600,"SLC-2W, Vandenberg SFB, California, USA",1970,1970-01,,6.983762887,,,1
6470,Success,Orbital,Delta M,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1970,1970-03,,6.983762887,,,1
6471,Success,Orbital,Delta M,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1970,1970-04,,6.983762887,,,1
6472,Success,Orbital,Delta M,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1970,1970-07,,6.983762887,,,1
6473,Success,Orbital,Delta M,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1970,1970-08,,6.983762887,,,1
6474,Success,Orbital,Delta N6,US Air Force,,1600,"SLC-2W, Vandenberg SFB, California, USA",1970,1970-12,,6.983762887,,,1
6475,Success,Orbital,Delta M,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1971,1971-02,,6.690617284,,,1
6476,Success,Orbital,Delta M6,US Air Force,,1293,"SLC-17A, Cape Canaveral SFS, Florida, USA",1971,1971-03,,6.690617284,,,1
6477,Success,Orbital,Delta E1,US Air Force,,,"SLC-2E (75-1-1), Vandenberg SFB, California, USA",1971,1971-04,,6.690617284,,,1
6478,Success,Orbital,Delta N,US Air Force,,900,"SLC-17A, Cape Canaveral SFS, Florida, USA",1971,1971-09,,6.690617284,,,1
6479,Failure,Orbital,Delta N6,US Air Force,,1600,"SLC-2E (75-1-1), Vandenberg SFB, California, USA",1971,1971-10,,6.690617284,,,1
6480,Success,Orbital,Delta L,US Air Force,,998,"SLC-2E (75-1-1), Vandenberg SFB, California, USA",1972,1972-01,,6.482535885,,,1
6481,Success,Orbital,Delta N,US Air Force,,900,"SLC-2E (75-1-1), Vandenberg SFB, California, USA",1972,1972-03,,6.482535885,,,1
6482,Success,Orbital,Delta 900,US Air Force,,,"SLC-2W, Vandenberg SFB, California, USA",1972,1972-07,,6.482535885,,,1
6483,Success,Orbital,Delta 1604,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1972,1972-09,,6.482535885,,,1
6484,Success,Orbital,Delta 300,US Air Force,,,"SLC-2W, Vandenberg SFB, California, USA",1972,1972-10,,6.482535885,,,1
6485,Success,Orbital,Delta 1914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1972,1972-11,,6.482535885,,,1
6486,Success,Orbital,Delta 900,US Air Force,,,"SLC-2W, Vandenberg SFB, California, USA",1972,1972-12,,6.482535885,,,1
6487,Success,Orbital,Delta 1914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1973,1973-04,,6.102927928,,,1
6488,Success,Orbital,Delta 1913,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1973,1973-06,,6.102927928,,,1
6489,Failure,Orbital,Delta 300,US Air Force,,,"SLC-2W, Vandenberg SFB, California, USA",1973,1973-07,,6.102927928,,,1
6490,Success,Orbital,Delta 1604,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1973,1973-10,,6.102927928,,,1
6491,Success,Orbital,Delta 300,US Air Force,,,"SLC-2W, Vandenberg SFB, California, USA",1973,1973-11,,6.102927928,,,1
6492,Success,Orbital,Delta 1900,US Air Force,,1800,"SLC-2W, Vandenberg SFB, California, USA",1973,1973-12,,6.102927928,,,1
6493,Failure,Orbital,Delta 2313,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1974,1974-01,,5.496348884,,,1
6494,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1974,1974-04,,5.496348884,,,1
6495,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1974,1974-05,,5.496348884,,,1
6496,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1974,1974-10,,5.496348884,,,1
6497,Success,Orbital,Delta 2310,US Air Force,,,"SLC-2W, Vandenberg SFB, California, USA",1974,1974-11,,5.496348884,,,1
6498,Success,Orbital,Delta 2313,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1974,1974-11,,5.496348884,,,1
6499,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1974,1974-12,,5.496348884,,,1
6500,Success,Orbital,Delta 2910,US Air Force,,1887,"SLC-2W, Vandenberg SFB, California, USA",1975,1975-01,,5.0366171,,,1
6501,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1975,1975-02,,5.0366171,,,1
6502,Success,Orbital,Delta 1410,US Air Force,,,"SLC-2W, Vandenberg SFB, California, USA",1975,1975-04,,5.0366171,,,1
6503,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1975,1975-05,,5.0366171,,,1
6504,Success,Orbital,Delta 2910,US Air Force,,1887,"SLC-2W, Vandenberg SFB, California, USA",1975,1975-06,,5.0366171,,,1
6505,Success,Orbital,Delta 1910,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1975,1975-06,,5.0366171,,,1
6506,Success,Orbital,Delta 2913,US Air Force,,,"SLC-2W, Vandenberg SFB, California, USA",1975,1975-08,,5.0366171,,,1
6507,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1975,1975-08,,5.0366171,,,1
6508,Success,Orbital,Delta 2910,US Air Force,,1887,"SLC-2W, Vandenberg SFB, California, USA",1975,1975-10,,5.0366171,,,1
6509,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1975,1975-10,,5.0366171,,,1
6510,Success,Orbital,Delta 2910,US Air Force,,1887,"SLC-17B, Cape Canaveral SFS, Florida, USA",1975,1975-11,,5.0366171,,,1
6511,Success,Orbital,Delta 3914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1975,1975-12,,5.0366171,,,1
6512,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1976,1976-01,,4.762214411,,,1
6513,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1976,1976-02,,4.762214411,,,1
6514,Success,Orbital,Delta 3914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1976,1976-03,,4.762214411,,,1
6515,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1976,1976-04,,4.762214411,,,1
6516,Success,Orbital,Delta 2913,US Air Force,,,"SLC-2W, Vandenberg SFB, California, USA",1976,1976-05,,4.762214411,,,1
6517,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1976,1976-06,,4.762214411,,,1
6518,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1976,1976-07,,4.762214411,,,1
6519,Success,Orbital,Delta 2310,US Air Force,,,"SLC-2W, Vandenberg SFB, California, USA",1976,1976-07,,4.762214411,,,1
6520,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1976,1976-10,,4.762214411,,,1
6521,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1977,1977-01,,4.471452145,,,1
6522,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1977,1977-03,,4.471452145,,,1
6523,Partial Failure,Orbital,Delta 2914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1977,1977-04,,4.471452145,,,1
6524,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1977,1977-06,,4.471452145,,,1
6525,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1977,1977-07,,4.471452145,,,1
6526,Success,Orbital,Delta 2313,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1977,1977-08,,4.471452145,,,1
6527,Failure,Orbital,Delta 3914,RVSN USSR,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1977,1977-09,,4.471452145,,,1
6528,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1977,1977-10,,4.471452145,,,1
6529,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1977,1977-11,,4.471452145,,,1
6530,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1977,1977-12,,4.471452145,,,1
6531,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1978,1978-01,,4.155981595,,,1
6533,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1978,1978-04,,4.155981595,,,1
6532,Success,Orbital,Delta 2910,US Air Force,,1887,"SLC-2W, Vandenberg SFB, California, USA",1978,1978-03,,4.155981595,,,1
6534,Success,Orbital,Delta 3914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1978,1978-05,,4.155981595,,,1
6535,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1978,1978-06,,4.155981595,,,1
6536,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1978,1978-07,,4.155981595,,,1
6537,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1978,1978-08,,4.155981595,,,1
6538,Success,Orbital,Delta 2910,US Air Force,,1887,"SLC-2W, Vandenberg SFB, California, USA",1978,1978-10,,4.155981595,,,1
6541,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1979,1979-01,,3.732369146,,,1
6539,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1978,1978-11,,4.155981595,,,1
6540,Success,Orbital,Delta 3914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1978,1978-12,,4.155981595,,,1
6542,Success,Orbital,Delta 2914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1979,1979-08,,3.732369146,,,1
6543,Success,Orbital,Delta 3914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1979,1979-12,,3.732369146,,,1
6544,Success,Orbital,Delta 3910,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1980,1980-02,,3.288470874,,,1
6545,Success,Orbital,Delta 3914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1980,1980-09,,3.288470874,,,1
6546,Success,Orbital,Delta 3910,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1980,1980-11,,3.288470874,,,1
6547,Success,Orbital,Delta 3914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1981,1981-05,,2.980968097,,,1
6548,Success,Orbital,Delta 3913,US Air Force,,,"SLC-2W, Vandenberg SFB, California, USA",1981,1981-08,,2.980968097,,,1
6549,Success,Orbital,Delta 3910,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1981,1981-09,,2.980968097,,,1
6550,Success,Orbital,Delta 2310,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1981,1981-10,,2.980968097,,,1
6551,Success,Orbital,Delta 3910,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1981,1981-11,,2.980968097,,,1
6552,Success,Orbital,Delta 3910,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1982,1982-01,,2.807979275,,,1
6553,Success,Orbital,Delta 3910,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1982,1982-02,,2.807979275,,,1
6554,Success,Orbital,Delta 3910,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1982,1982-04,,2.807979275,,,1
6555,Success,Orbital,Delta 3910,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1982,1982-06,,2.807979275,,,1
6556,Success,Orbital,Delta 3920,US Air Force,,3452,"SLC-2W, Vandenberg SFB, California, USA",1982,1982-07,,2.807979275,,,1
6557,Success,Orbital,Delta 3920,US Air Force,,3452,"SLC-17B, Cape Canaveral SFS, Florida, USA",1982,1982-08,,2.807979275,,,1
6558,Success,Orbital,Delta 3924,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1982,1982-10,,2.807979275,,,1
6560,Success,Orbital,Delta 3924,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1983,1983-04,,2.720582329,,,1
6559,Success,Orbital,Delta 3910,US Air Force,,,"SLC-2W, Vandenberg SFB, California, USA",1983,1983-01,,2.720582329,,,1
6562,Success,Orbital,Delta 3914,US Air Force,,,"SLC-2W, Vandenberg SFB, California, USA",1983,1983-05,,2.720582329,,,1
6561,Success,Orbital,Delta 3914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1983,1983-04,,2.720582329,,,1
6563,Success,Orbital,Delta 3920,US Air Force,,3452,"SLC-17B, Cape Canaveral SFS, Florida, USA",1983,1983-06,,2.720582329,,,1
6564,Success,Orbital,Delta 3920,US Air Force,,3452,"SLC-17A, Cape Canaveral SFS, Florida, USA",1983,1983-07,,2.720582329,,,1
6565,Success,Orbital,Delta 3920,US Air Force,,3452,"SLC-17B, Cape Canaveral SFS, Florida, USA",1983,1983-09,,2.720582329,,,1
6566,Success,Orbital,Delta 3920,US Air Force,,3452,"SLC-17A, Cape Canaveral SFS, Florida, USA",1983,1983-09,,2.720582329,,,1
6567,Failure,Orbital,Delta 3914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1986,1986-05,,2.472354015,,,1
6568,Success,Orbital,Delta 3920,US Air Force,,3452,"SLC-17B, Cape Canaveral SFS, Florida, USA",1986,1986-09,,2.472354015,,,1
6569,Success,Orbital,Delta 3914,US Air Force,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1987,1987-02,,2.385299296,,,1
6570,Success,Orbital,Delta 3920,US Air Force,,3452,"SLC-17B, Cape Canaveral SFS, Florida, USA",1987,1987-03,,2.385299296,,,1
6571,Success,Orbital,Delta 3910,US Air Force,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1988,1988-02,,2.290532544,,,1
6572,Success,Orbital,Delta II 6925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1989,1989-10,,2.185241935,,,1
6573,Success,Orbital,Delta 5920-8,Boeing,,3849,"SLC-2W, Vandenberg SFB, California, USA",1989,1989-11,,2.185241935,,,1
6574,Success,Orbital,Proton-K/Block D,RVSN USSR,,18900,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1973,1973-01,,6.102927928,,,1
6575,Success,Orbital,Proton-K,RVSN USSR,,20100,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1973,1973-05,,6.102927928,,,1
6576,Success,Orbital,Proton-K/Block D,RVSN USSR,,18900,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1973,1973-07,,6.102927928,,,1
6577,Success,Orbital,Proton-K/Block D,RVSN USSR,,18900,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1973,1973-07,,6.102927928,,,1
6578,Success,Orbital,Proton-K/Block D,RVSN USSR,,18900,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1973,1973-08,,6.102927928,,,1
6579,Success,Orbital,Proton-K/Block D,RVSN USSR,,18900,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1973,1973-08,,6.102927928,,,1
6580,Success,Orbital,Proton-K/Block D,RVSN USSR,,18900,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1974,1974-10,,5.496348884,,,1
6581,Success,Orbital,Proton-K,RVSN USSR,,20100,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1974,1974-06,,5.496348884,,,1
6582,Success,Orbital,Proton-K,RVSN USSR,,20100,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1974,1974-12,,5.496348884,,,1
6583,Success,Orbital,Proton-K/Block-DM,RVSN USSR,,19000,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1974,1974-07,,5.496348884,,,1
6584,Success,Orbital,Proton-K/Block D-1,RVSN USSR,,19000,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1975,1975-06,,5.0366171,,,1
6585,Success,Orbital,Proton-K/Block D-1,RVSN USSR,,19000,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1975,1975-06,,5.0366171,,,1
6586,Success,Orbital,Proton-K/Block-DM,RVSN USSR,,19000,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1975,1975-12,,5.0366171,,,1
6587,Success,Orbital,Proton-K/Block-DM,RVSN USSR,,19000,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1975,1975-10,,5.0366171,,,1
6588,Failure,Orbital,Proton-K/Block D,RVSN USSR,,18900,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1975,1975-10,,5.0366171,,,1
6589,Success,Orbital,Proton-K/Block-DM,RVSN USSR,,19000,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1976,1976-09,,4.762214411,,,1
6590,Success,Orbital,Proton-K/Block-DM,RVSN USSR,,19000,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1976,1976-10,,4.762214411,,,1
6591,Success,Orbital,Proton-K,RVSN USSR,,20100,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1976,1976-06,,4.762214411,,,1
6592,Success,Orbital,Proton-K/Block D,RVSN USSR,,18900,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1976,1976-08,,4.762214411,,,1
6594,Failure,Orbital,Proton-K,RVSN USSR,,20100,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1977,1977-08,,4.471452145,,,1
6593,Success,Orbital,Proton-K,RVSN USSR,,20100,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1976,1976-12,,4.762214411,,,1
6595,Success,Orbital,Proton-K,RVSN USSR,,20100,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1977,1977-09,,4.471452145,,,1
6596,Success,Orbital,Proton-K/Block-DM,RVSN USSR,,19000,"Site 200/40, Baikonur Cosmodrome, Kazakhstan",1977,1977-07,,4.471452145,,,1
6597,Success,Orbital,Proton-K/Block-DM,RVSN USSR,,19000,"Site 200/40, Baikonur Cosmodrome, Kazakhstan",1977,1977-09,,4.471452145,,,1
6598,Success,Orbital,Proton-K,RVSN USSR,,20100,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1977,1977-07,,4.471452145,,,1
